	PDB	Labels	Predictions
0	4fjk	6.55	6.05
1	2v7u	5.9	5.91
2	2hzl	6.57	5.53
3	2q89	6.3	5.68
4	1ukb	3.19	5.8
5	3c2f	2.0	4.33
6	2gz2	5.22	4.77
7	2v7v	6.66	6.04
8	3bu1	8.15	3.68
9	2qdt	5.19	4.44
10	1toi	4.05	5.59
11	2hzy	7.39	5.08
12	2pwd	4.4	6.49
13	2nsl	4.68	6.02
14	2qrl	4.0	4.43
15	2j4k	4.85	4.0
16	2cjp	3.1	5.5
17	1iup	2.54	4.88
18	2qry	8.64	6.76
19	2ihk	4.16	6.01
20	2nsj	4.79	6.02
21	2e2p	4.74	4.59
22	2pwg	4.82	6.59
23	2b3f	6.03	5.24
24	3brn	8.7	5.43
25	3c2r	3.11	3.92
26	2jgb	5.61	6.59
27	1tog	3.22	5.59
28	2v7t	7.48	5.92
29	2vhw	5.09	5.18
30	2q88	5.8	5.63
31	2vmd	3.02	5.54
32	3c2o	3.35	3.9
33	2ihj	4.59	6.01
34	1e2k	4.94	5.85
35	1u1w	5.85	3.12
36	2bvd	6.0	5.08
37	2aac	2.22	5.83
38	1tok	2.47	5.28
39	1dy4	4.36	5.04
40	1uz4	3.4	6.0
41	1gww	4.28	4.25
42	1x8d	2.21	4.04
43	1ui0	7.06	4.86
44	1lrh	6.82	5.14
45	1nw5	5.21	5.78
46	1v1j	4.82	4.39
47	2qrk	4.26	4.71
48	1h46	3.57	4.09
49	1gx0	4.28	4.25
50	4ubp	5.59	4.58
51	1bcj	3.7	4.94
52	1toj	3.39	5.59
53	1ia1	7.47	4.8
54	1sg0	7.47	4.74
55	1t9b	6.9	6.58
56	1of6	6.05	3.3
57	1t40	7.96	6.56
58	1mmv	7.24	5.19
59	1r55	6.8	6.81
60	1p2y	5.0	5.69
61	1sq5	4.39	5.62
62	1u1c	5.37	5.55
63	1r9o	5.02	5.51
64	1s19	9.51	7.39
65	1of1	4.82	5.85
66	1v4s	6.44	6.7
